Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables
Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Calc Key Parm;Calc Key Parm;CB DS;CB DS;CB OP;CB OP;Check Edge Suff. Bonds;Check Edge Suff. Bonds;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable
CB Avg Bond Site Area (pix);N Bonds Expected in ROI;CB Unacceptable Limit - N Bonds in ROI;CB Acceptable Limit - N Bonds in ROI;HB Avg Bond Site Area (pix);HB Acceptable Limit - N Bonds in ROI;HB Unacceptable Limit - N Bonds in ROI;MD Iterations;MD Iteration Length;Percentage of Area;Pixel Count;Percentage of Area;Pixel Count;[DB] CB Num Bonds OP;[DB] CB Num Bonds DS;92203662.01;92203662.01c;92203662.02;92203662.02c;99971742.01;99971742.01c;99971742.02;99971742.02c;vALL.Image.Confidence;vALL.Image.Name
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;37,5;117;650;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092807_341_P3197.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;40,625;117;650;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092808_891_P3228.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;39,42308;123;683,33333;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092810_441_P3259.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,83333;143;42,62821;133;738,88889;794,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092811_991_P3290.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;36,21795;113;38,46154;120;666,66667;627,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092813_541_P3321.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;46,18056;133;738,88889;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092815_091_P3352.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,51282;142;41,98718;131;727,77778;788,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092816_641_P3383.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;42,30769;132;733,33333;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092818_291_P3416.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;42,30769;132;733,33333;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092819_841_P3447.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;41,98718;131;727,77778;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092821_391_P3478.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;39,42308;123;683,33333;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092822_941_P3509.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;36,53846;114;42,01389;121;672,22222;633,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092824_491_P3540.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;37,5;117;650;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092826_041_P3571.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;48,07692;150;43,40278;125;694,44444;833,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092827_641_P3603.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;39,74359;124;688,88889;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092829_191_P3634.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;38,78205;121;672,22222;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092830_791_P3666.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;36,85897;115;638,88889;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092832_341_P3697.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,46154;120;39,42308;123;683,33333;666,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092833_891_P3728.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;38,78205;121;672,22222;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092835_441_P3759.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;36,21795;113;627,77778;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092836_991_P3790.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,5;117;39,42308;123;683,33333;650;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092838_541_P3821.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;37,82051;118;655,55556;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092840_091_P3852.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,83333;143;40,0641;125;694,44444;794,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092841_641_P3883.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;46,79487;146;41,98718;131;727,77778;811,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092843_191_P3914.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;37,84722;109;605,55556;772,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092844_741_P3945.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;41,66667;130;722,22222;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092846_341_P3977.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;41,34615;129;716,66667;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092847_891_P4008.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,14103;119;39,42308;123;683,33333;661,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092849_441_P4039.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;41,02564;128;711,11111;727,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092850_991_P4070.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,19231;141;39,10256;122;677,77778;783,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092852_541_P4101.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;37,5;117;650;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092854_091_P4132.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;38,78205;121;672,22222;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092855_641_P4163.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;38,14103;119;661,11111;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092857_541_P4201.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;38,88889;112;622,22222;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092859_091_P4232.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;36,53846;114;633,33333;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092900_641_P4263.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;33,65385;105;583,33333;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092902_191_P4294.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;41,02564;128;711,11111;694,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092903_741_P4325.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;41,98718;131;727,77778;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092905_291_P4356.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;33,97436;106;588,88889;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092906_841_P4387.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;38,46154;120;666,66667;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092908_391_P4418.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;46,47436;145;39,74359;124;688,88889;805,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092909_941_P4449.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;38,78205;121;672,22222;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092911_491_P4480.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;36,53846;114;633,33333;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092913_041_P4511.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;37,5;117;650;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092914_591_P4542.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,14103;119;40,70513;127;705,55556;661,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092916_141_P4573.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,87179;140;41,02564;128;711,11111;777,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092917_691_P4604.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;32,37179;101;561,11111;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092919_241_P4635.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;37,5;117;650;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092920_791_P4666.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;37,17949;116;644,44444;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092922_341_P4697.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;37,82051;118;655,55556;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092923_891_P4728.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;39,42308;123;683,33333;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092925_441_P4759.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;42,62821;133;738,88889;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092926_991_P4790.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;39,42308;123;683,33333;677,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092928_541_P4821.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;36,85897;115;638,88889;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092930_091_P4852.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;38,78205;121;672,22222;772,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092931_641_P4883.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;34,61538;108;600;761,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092933_191_P4914.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;48,39744;151;39,10256;122;677,77778;838,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092934_741_P4945.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;38,78205;121;672,22222;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092936_291_P4976.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,83333;143;41,34615;129;716,66667;794,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092937_841_P5007.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;46,47436;145;41,02564;128;711,11111;805,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092939_391_P5038.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;47,11538;147;35,89744;112;622,22222;816,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092940_941_P5069.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;38,46154;120;666,66667;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092942_491_P5100.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;33,97436;106;588,88889;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092944_041_P5131.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;42,30769;132;733,33333;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092945_591_P5162.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;42,62821;133;738,88889;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092947_191_P5194.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;42,70833;123;683,33333;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092948_741_P5225.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;41,02564;128;711,11111;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092950_291_P5256.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,51282;142;36,21795;113;627,77778;788,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092951_841_P5287.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;39,42308;123;683,33333;677,77778;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092953_391_P5318.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;37,5;117;650;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092954_941_P5349.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;40,0641;125;694,44444;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092956_491_P5380.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;41,66667;130;722,22222;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092958_041_P5411.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;41,66667;130;722,22222;766,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_092959_591_P5442.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;38,46154;120;666,66667;705,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093001_141_P5473.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;46,47436;145;37,82051;118;655,55556;805,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093002_691_P5504.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;39,74359;124;688,88889;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093004_241_P5535.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,19231;141;36,53846;114;633,33333;783,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093005_791_P5566.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;42,30769;132;733,33333;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093007_341_P5597.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;39,10256;122;677,77778;738,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093008_891_P5628.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;39,10256;122;677,77778;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093010_441_P5659.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;35,57692;111;616,66667;761,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093011_991_P5690.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;36,53846;114;633,33333;700;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093013_641_P5723.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;45,48611;131;727,77778;688,88889;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093015_191_P5754.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;41,66667;120;666,66667;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093016_741_P5785.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;35,89744;112;622,22222;761,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093018_291_P5816.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;37,17949;116;644,44444;750;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093019_841_P5847.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;37,17949;116;644,44444;683,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093021_391_P5878.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;36,85897;115;638,88889;716,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093022_941_P5909.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;39,10256;122;677,77778;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093024_491_P5940.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;41,66667;130;722,22222;733,33333;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093026_041_P5971.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;38,46154;120;666,66667;744,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093027_591_P6002.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;37,17949;116;644,44444;755,55556;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093029_141_P6033.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;36,53846;114;633,33333;761,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093030_691_P6064.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;40,38462;126;700;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093032_241_P6095.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;45,83333;143;40,70513;127;705,55556;794,44444;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093033_791_P6126.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;39,42308;123;683,33333;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093035_341_P6157.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,46154;120;33,97436;106;588,88889;666,66667;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093036_891_P6188.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;39,58333;114;633,33333;722,22222;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093038_441_P6219.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;40,625;117;650;711,11111;4;75;4;75;1;100;1;100;100;VISCUF1_S4_20210621_093039_991_P6250.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093643_793_P248.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093645_343_P279.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093646_893_P310.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093648_443_P341.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093650_043_P373.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093651_593_P404.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093653_143_P435.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093654_693_P466.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093656_243_P497.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093657_793_P528.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093659_343_P559.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093700_943_P591.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093702_493_P622.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093704_043_P653.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093705_593_P684.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093707_143_P715.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093708_693_P746.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093710_243_P777.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093711_793_P808.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093713_343_P839.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093714_893_P870.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093716_443_P901.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093717_993_P932.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093719_543_P963.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093721_093_P994.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093722_643_P1025.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093724_193_P1056.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093725_743_P1087.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093727_343_P1119.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093728_893_P1150.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093730_443_P1181.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093731_993_P1212.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093733_593_P1244.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093735_143_P1275.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093736_693_P1306.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093738_243_P1337.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093739_793_P1368.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093741_343_P1399.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093742_893_P1430.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;0;0;0;0;0;0;4;75;4;75;4;75;4;75;100;VISCUF1_S4_20210621_093744_443_P1461.jpg
