Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Pre;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Continous Bond Quality 2 Iterate;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables;Variables
Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Bond Site Limits;Calc Key Parm;Calc Key Parm;CB DS;CB DS;CB OP;CB OP;Check Edge Suff. Bonds;Check Edge Suff. Bonds;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable;Inspection Variable
CB Avg Bond Site Area (pix);N Bonds Expected in ROI;CB Unacceptable Limit - N Bonds in ROI;CB Acceptable Limit - N Bonds in ROI;HB Avg Bond Site Area (pix);HB Acceptable Limit - N Bonds in ROI;HB Unacceptable Limit - N Bonds in ROI;MD Iterations;MD Iteration Length;Percentage of Area;Pixel Count;Percentage of Area;Pixel Count;[DB] CB Num Bonds OP;[DB] CB Num Bonds DS;92203662.01;92203662.01c;92203662.02;92203662.02c;99971742.01;99971742.01c;99971742.02;99971742.02c;vALL.Image.Confidence;vALL.Image.Name
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;4,48718;14;77,77778;672,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161824_178_P1420.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;35,25641;110;611,11111;727,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161825_728_P1451.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;35,25641;110;27,5641;86;477,77778;611,11111;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_161827_278_P1482.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;40,0641;125;694,44444;744,44444;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161828_828_P1513.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;7,05128;22;122,22222;700;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_161830_378_P1544.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;13,14103;41;227,77778;683,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161831_928_P1575.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;39,42308;123;683,33333;744,44444;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161833_478_P1606.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;43,26923;135;750;733,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161835_028_P1637.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;37,82051;118;655,55556;727,77778;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_161836_628_P1669.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;8,01282;25;138,88889;755,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161838_178_P1700.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,14103;119;36,53846;114;633,33333;661,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161839_728_P1731.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;36,85897;115;638,88889;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161841_278_P1762.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;33,65385;105;583,33333;677,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161842_828_P1793.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;8,97436;28;155,55556;733,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161844_378_P1824.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;29,48718;92;511,11111;677,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161845_928_P1855.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;47,4359;148;42,30769;132;733,33333;822,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161847_478_P1886.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;38,14103;119;661,11111;711,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161849_028_P1917.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;23,07692;72;400;750;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161850_578_P1948.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;39,58333;114;633,33333;688,88889;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161852_128_P1979.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;41,98718;131;727,77778;738,88889;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161853_678_P2010.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,87179;140;39,74359;124;688,88889;777,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161855_228_P2041.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;3,84615;12;66,66667;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161856_778_P2072.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;27,88462;87;483,33333;755,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161858_328_P2103.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;40,38462;126;700;705,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161859_928_P2135.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;40,97222;118;655,55556;672,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161901_528_P2167.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;41,66667;130;722,22222;711,11111;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_161903_078_P2198.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;17,94872;56;311,11111;688,88889;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161904_628_P2229.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;21,79487;68;377,77778;755,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161906_178_P2260.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;35,89744;112;622,22222;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161907_728_P2291.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;42,62821;133;738,88889;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161909_278_P2322.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;14,74359;46;255,55556;761,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161910_828_P2353.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;5,76923;18;100;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161912_378_P2384.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;42,36111;122;677,77778;672,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161913_928_P2415.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,87179;140;43,91026;137;761,11111;777,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161915_478_P2446.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;21,47436;67;372,22222;733,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161917_028_P2477.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,5;117;0;0;0;650;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161918_578_P2508.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;40,0641;125;694,44444;705,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161920_128_P2539.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;33,97436;106;588,88889;677,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161921_678_P2570.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;37,82051;118;655,55556;672,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161923_228_P2601.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;16,66667;48;266,66667;733,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161924_778_P2632.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,87179;140;23,39744;73;405,55556;777,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161926_578_P2668.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;4,16667;13;72,22222;688,88889;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161928_128_P2699.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;38,46154;120;666,66667;672,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161929_678_P2730.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;40,70513;127;705,55556;705,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161931_228_P2761.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;38,14103;119;661,11111;688,88889;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_161932_778_P2792.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;0,96154;3;16,66667;677,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161934_328_P2823.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;32,05128;100;555,55556;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161935_878_P2854.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;40,70513;127;705,55556;672,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161937_428_P2885.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;36,85897;115;638,88889;722,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161938_978_P2916.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;2,43056;7;38,88889;744,44444;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161940_528_P2947.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;10,25641;32;177,77778;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161942_078_P2978.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;39,42308;123;683,33333;727,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161943_628_P3009.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;41,98718;131;727,77778;738,88889;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161945_178_P3040.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;21,79487;68;377,77778;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161946_728_P3071.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,74359;124;3,84615;12;66,66667;688,88889;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_161948_278_P3102.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;42,94872;134;744,44444;694,44444;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161949_828_P3133.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;39,74359;124;688,88889;716,66667;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_161951_378_P3164.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;25;78;433,33333;755,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161952_928_P3195.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;3,20513;10;55,55556;705,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161954_478_P3226.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,5;117;39,74359;124;688,88889;650;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_161956_028_P3257.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;36,85897;115;638,88889;766,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161957_578_P3288.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;37,5;117;650;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_161959_128_P3319.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;16,34615;51;283,33333;727,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162000_678_P3350.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;42,01389;121;672,22222;711,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162002_228_P3381.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;37,17949;116;644,44444;711,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162003_778_P3412.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;36,21795;113;627,77778;727,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162005_328_P3443.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;7,05128;22;122,22222;755,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162006_878_P3474.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;31,41026;98;544,44444;738,88889;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162008_428_P3505.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;41,98718;131;727,77778;727,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162009_978_P3536.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;41,66667;130;722,22222;716,66667;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162011_528_P3567.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;19,23077;60;333,33333;738,88889;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162013_078_P3598.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,82051;118;6,08974;19;105,55556;655,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162014_678_P3630.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;39,10256;122;677,77778;683,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162016_228_P3661.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;11,21795;35;194,44444;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162017_778_P3692.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;39,10256;122;677,77778;738,88889;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162019_328_P3723.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;9,9359;31;172,22222;722,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162020_878_P3754.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;10,89744;34;188,88889;733,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162022_578_P3788.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;34,61538;108;600;766,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162024_128_P3819.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;44,23077;138;766,66667;733,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162025_678_P3850.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;40,0641;125;694,44444;755,55556;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162027_278_P3882.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;34,29487;107;594,44444;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162028_828_P3913.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,26923;135;1,60256;5;27,77778;750;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162030_378_P3944.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;36,53846;114;41,34615;129;716,66667;633,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162031_928_P3975.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;36,21795;113;627,77778;766,66667;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162033_478_P4006.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;42,62821;133;738,88889;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162035_128_P4039.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;6,73077;21;116,66667;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162036_678_P4070.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;4,48718;14;77,77778;683,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162038_328_P4103.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,94872;134;14,10256;44;244,44444;744,44444;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162039_878_P4134.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;38,46154;120;666,66667;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162041_428_P4165.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;41,02564;128;711,11111;755,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162042_978_P4196.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;33,33333;104;577,77778;672,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162044_528_P4227.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;0,96154;3;16,66667;672,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162046_078_P4258.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;40,70513;127;705,55556;694,44444;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162047_628_P4289.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;38,78205;121;672,22222;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162049_178_P4320.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;34,29487;107;594,44444;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162050_728_P4351.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;12,5;39;216,66667;733,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162052_278_P4382.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,78205;121;32,69231;102;566,66667;672,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162053_828_P4413.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;36,85897;115;638,88889;705,55556;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162055_378_P4444.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,23077;138;36,85897;115;638,88889;766,66667;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162056_928_P4475.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;3,125;9;50;711,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162058_478_P4506.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;24,35897;76;422,22222;755,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162100_078_P4538.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;36,21795;113;33,65385;105;583,33333;627,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162101_678_P4570.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;40,0641;125;694,44444;705,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162103_228_P4601.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;38,14103;119;661,11111;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162104_828_P4633.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;12,5;39;216,66667;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162106_378_P4664.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;11,53846;36;200;727,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162107_928_P4695.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;42,62821;133;738,88889;677,77778;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162109_478_P4726.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;36,21795;113;627,77778;722,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162111_078_P4758.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;37,82051;118;655,55556;722,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162112_628_P4789.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,58974;136;13,46154;42;233,33333;755,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162114_178_P4820.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;38,46154;120;33,01282;103;572,22222;666,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162115_728_P4851.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;39,10256;122;677,77778;733,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162117_278_P4882.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;38,78205;121;672,22222;727,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162118_828_P4913.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;46,47436;145;16,02564;50;277,77778;805,55556;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162120_378_P4944.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,30769;132;31,25;90;500;733,33333;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162121_928_P4975.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;40,0641;125;694,44444;722,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162123_478_P5006.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;42,30769;132;733,33333;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162125_028_P5037.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;31,25;90;500;711,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162126_578_P5068.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,98718;131;2,24359;7;38,88889;727,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162128_128_P5099.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,10256;122;43,26923;135;750;677,77778;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162129_678_P5130.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,38462;126;40,38462;126;700;700;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162131_228_P5161.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,34615;129;34,61538;108;600;716,66667;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162132_828_P5193.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;43,91026;137;6,41026;20;111,11111;761,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162134_378_P5224.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;35,25641;110;12,82051;40;222,22222;611,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162135_928_P5255.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;44,55128;139;37,17949;116;644,44444;772,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162137_478_P5286.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;42,62821;133;38,78205;121;672,22222;738,88889;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162139_028_P5317.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,17949;116;4,48718;14;77,77778;644,44444;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162140_578_P5348.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;23,07692;72;400;705,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162142_128_P5379.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,66667;130;38,54167;111;616,66667;722,22222;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162143_678_P5410.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,70513;127;41,66667;130;722,22222;705,55556;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162145_228_P5441.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;40,0641;125;31,73077;99;550;694,44444;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162146_778_P5472.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;37,17949;116;4,80769;15;83,33333;644,44444;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162148_328_P5503.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;39,42308;123;40,0641;125;694,44444;683,33333;4;75;4;75;1;100;2;100;100;VISCUF1_S4_20210621_162149_878_P5534.jpg
18;5,73;0,5;2,2;11,6;0,8;0,4;47;24;41,02564;128;38,78205;121;672,22222;711,11111;4;75;4;75;1;100;4;100;100;VISCUF1_S4_20210621_162151_428_P5565.jpg
